Estuary_name,Site_Code,Estuary_type,Disturbance_class,Summer,Date,Temp °C,pH,Salinity (PSU),Turbidity (NTU),Days_Elapsed,Latitude ,Longitude,Seagrass_area (km^2),Mangrove_area (km^2),Total_estuary_area (m^2),Estuary_volume (ML),total_sa_vol,Total_area_saltmarsh (km^2),Average_depth (m),Perimeter (km),openwater_SA.volume,Total_flush_time (days),Retention_factor,Propn_increase_N,percent_cleared,percent_urban,Catchment_area (km^2)
Lake Arragan,ARA,Lake,VL,2012,11/11/2012,18.92,NA,37.94,3.64,1865,29.57,153.34,0,0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1,0,0,9.28
Lake Arragan,ARA,Lake,VL,2009,05/10/2009,21.5,NA,29.28,11.02,732,29.57,153.34,0,0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1,0,0,9.28
Lake Arragan,ARA,Lake,VL,2009,05/10/2009,23.46,NA,29.42,15.09,732,29.57,153.34,0,0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1,0,0,9.28
Lake Arragan,ARA,Lake,VL,2012,30/10/2012,24.42,NA,39.95,4.05,1853,29.57,153.34,0,0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1,0,0,9.28
Lake Arragan,ARA,Lake,VL,2012,30/10/2012,25.7,NA,39.6,5.76,1853,29.57,153.34,0,0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1,0,0,9.28
Lake Arragan,ARA,Lake,VL,2012,17/09/2012,18.05,NA,34.07,4.95,1810,29.57,153.34,0,0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1,0,0,9.28
Lake Arragan,ARA,Lake,VL,2012,17/09/2012,18.45,NA,34.26,3.63,1810,29.57,153.34,0,0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1,0,0,9.28
Lake Arragan,ARA,Lake,VL,2012,26/09/2012,22.17,NA,33.54,4.12,1819,29.57,153.34,0,0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1,0,0,9.28
Lake Arragan,ARA,Lake,VL,2012,26/09/2012,22.31,NA,33.32,4.61,1819,29.57,153.34,0,0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1,0,0,9.28
Arrawarra Creek,ARR,Lagoon,M,2015,01/04/2016,26.02,7.64,31.61,5.99,3103,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2015,01/04/2016,26.7,7.55,31.48,4.64,3103,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2015,16/12/2015,27.86,7.8,32.87,7.4,2996,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2015,16/12/2015,28.1,7.87,33.66,7.2,2996,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2018,14/12/2018,28.48,7.71,24.72,5,4090,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2018,14/12/2018,27.97,7.77,24.9,4.63,4090,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2015,07/02/2016,24,7.77,29.9,5,3049,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2015,07/02/2016,25.1,7.65,30.7,4.2,3049,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2015,16/01/2016,24.25,7.76,35.33,8.92,3027,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2015,16/01/2016,25.41,7.71,35.15,10.09,3027,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2018,17/01/2019,29.85,7.57,36.44,9.8,4124,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2018,17/01/2019,29.66,7.54,36.8,7,4124,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2015,04/03/2016,26.85,7.44,32.49,3.5,3075,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2015,04/03/2016,27.52,7.27,32.6,2.96,3075,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2012,12/11/2012,25.18,NA,32.55,7.53,1867,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2012,12/11/2012,25.22,NA,32.81,5.96,1867,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2018,05/11/2018,29.7,7.47,23.3,4.9,4051,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2018,05/11/2018,29.6,7.42,23.5,4.2,4051,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2018,21/11/2018,27.6,7.42,22.6,4.3,4067,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2018,21/11/2018,26.9,7.4,22.6,4.3,4067,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2012,29/10/2012,22.4,NA,35.81,3.82,1853,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2012,29/10/2012,22.59,NA,35.72,3.68,1853,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2015,26/10/2015,25.75,7.85,36.6,13.93,2945,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2015,26/10/2015,25.95,7.83,36.64,13.69,2945,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2012,16/09/2012,18.84,NA,36.05,4.28,1810,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2012,16/09/2012,19.18,NA,35.96,6.93,1810,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2012,27/09/2012,22.14,NA,33.85,5.28,1821,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Arrawarra Creek,ARR,Lagoon,M,2012,27/09/2012,22.52,NA,34.15,6.03,1821,30.06,153.2,0,0.01,0.1,43.9,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82
Avoca Lake,AVO,BDL,H,2010,14/04/2011,20.94,NA,9.18,1.63,1276,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2010,14/04/2011,21.22,NA,8.87,1.71,1276,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2013,10/04/2014,22.53,8.1,9.08,2.7,2368,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2013,10/04/2014,23.05,8.05,8.97,7.82,2368,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,12/12/2007,22.82,NA,13.13,8.9,57,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,12/12/2007,23.02,NA,13.26,5.7,57,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,12/12/2007,23.48,NA,13.51,5.4,57,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,12/12/2007,23.85,NA,13.63,4.9,57,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2010,09/12/2010,26.56,NA,15.66,4.85,1150,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2010,09/12/2010,26.61,NA,16.21,5.51,1150,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2016,16/12/2016,20.72,7.58,14.93,11.36,3349,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2016,16/12/2016,23.31,7.73,19.2,7.22,3349,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,22/02/2008,25.59,NA,8.91,1.9,129,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,22/02/2008,25.7,NA,8.86,1.8,129,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,22/02/2008,25.76,NA,8.74,2.5,129,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,22/02/2008,25.88,NA,9.02,2.4,129,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2010,22/02/2011,23.52,NA,21.56,4.72,1225,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2010,22/02/2011,25.57,NA,21.54,2.73,1225,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2013,04/02/2014,25.68,7.98,12.64,5.34,2303,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2013,04/02/2014,27.05,8.13,12.62,1.43,2303,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2013,20/02/2014,26.99,8.08,11.4,4.44,2319,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2013,20/02/2014,29.36,8.44,10.3,6.29,2319,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2016,03/02/2017,26.08,7.53,23.43,17.04,3398,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2016,03/02/2017,26.92,7.56,23.44,6.15,3398,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2016,24/02/2017,26.02,7.36,18.55,9.08,3419,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2016,24/02/2017,26.44,7.89,18.62,3.29,3419,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,17/01/2008,29.87,NA,17.57,2.08,93,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,17/01/2008,29.99,NA,17.46,3.14,93,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,17/01/2008,31.27,NA,17.47,4.93,93,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,17/01/2008,31.48,NA,17.52,5.61,93,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2010,21/01/2011,27.62,NA,19.99,1.96,1193,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2010,21/01/2011,27.84,NA,19.48,2.55,1193,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2013,09/01/2014,22.64,7.72,10.49,8.96,2277,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2013,09/01/2014,23.72,7.85,11.1,2.01,2277,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2016,12/01/2017,29.98,8.02,21.87,6.04,3376,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2016,12/01/2017,32.32,7.81,22.18,16.57,3376,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,28/03/2008,22.62,NA,8.86,4.5,164,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,28/03/2008,22.88,NA,8.89,0.4,164,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,28/03/2008,23.93,NA,9,0.6,164,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,28/03/2008,24,NA,8.97,0.7,164,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2010,03/03/2011,25.39,NA,22.18,2.48,1234,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2010,03/03/2011,28.11,NA,22.39,6.69,1234,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2010,24/03/2011,25.06,NA,8.06,4.76,1255,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2010,24/03/2011,26.22,NA,8.05,5.48,1255,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2013,13/03/2014,26.66,7.98,10.49,10.63,2340,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2013,13/03/2014,26.77,8.01,10.48,2.9,2340,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,05/11/2007,20.95,NA,22.62,20.1,20,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,05/11/2007,21.33,NA,23.02,4.5,20,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,05/11/2007,22.1,NA,23.59,19.1,20,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,05/11/2007,24.85,NA,24.21,4.7,20,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2013,29/11/2013,24.29,7.35,8.3,8.28,2236,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2013,29/11/2013,24.54,7.41,8.04,4.99,2236,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2016,11/11/2016,24.95,7.86,18.64,4.61,3314,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2016,11/11/2016,25.1,7.73,18.45,18.41,3314,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,16/10/2007,22.48,NA,24.13,1.6,0,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Avoca Lake,AVO,BDL,H,2007,16/10/2007,25.28,NA,23.19,2.6,0,33.46,151.44,0,0,0.67,293.2,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77
Back Lagoon,BAK,Lagoon,L,2017,12/12/2017,22.86,7.53,12.07,1.6,3723,36.88,149.93,0.22,0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35
Back Lagoon,BAK,Lagoon,L,2017,12/12/2017,22.56,7.5,12.11,1.18,3723,36.88,149.93,0.22,0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35
Back Lagoon,BAK,Lagoon,L,2017,13/02/2018,23.39,7.72,13.74,3.77,3786,36.88,149.93,0.22,0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35
Back Lagoon,BAK,Lagoon,L,2017,13/02/2018,23.29,7.66,13.76,2.78,3786,36.88,149.93,0.22,0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35
Back Lagoon,BAK,Lagoon,L,2017,17/01/2018,20.56,7.85,12.83,2.33,3759,36.88,149.93,0.22,0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35
Back Lagoon,BAK,Lagoon,L,2017,17/01/2018,20.48,7.74,12.73,1.72,3759,36.88,149.93,0.22,0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35
Back Lagoon,BAK,Lagoon,L,2017,07/03/2018,21.17,7.77,13.95,3.6,3808,36.88,149.93,0.22,0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35
Back Lagoon,BAK,Lagoon,L,2017,07/03/2018,20.89,7.73,13.96,2.29,3808,36.88,149.93,0.22,0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35
Back Lagoon,BAK,Lagoon,L,2017,21/11/2017,24.12,7.98,16.2,3.41,3702,36.88,149.93,0.22,0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35
Back Lagoon,BAK,Lagoon,L,2017,21/11/2017,24.99,7.94,16.34,1.4,3702,36.88,149.93,0.22,0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35
Back Lagoon,BAK,Lagoon,L,2017,25/10/2017,20.82,7.79,17.03,3.87,3675,36.88,149.93,0.22,0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35
Back Lagoon,BAK,Lagoon,L,2017,25/10/2017,20.75,7.83,17.05,2.13,3675,36.88,149.93,0.22,0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35
Baragoot Lake,BAR,BDL,L,2008,04/12/2008,20.82,NA,40.71,12.87,415,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2008,04/12/2008,21.41,NA,40.54,2.52,415,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2008,16/12/2008,22.57,NA,40.8,3.84,427,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2008,16/12/2008,23.67,NA,40.62,3.64,427,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2014,16/12/2014,25.5,8.21,8.18,3.51,2618,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2014,16/12/2014,25.61,8.2,8.11,3.66,2618,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2008,05/02/2009,26.35,NA,51.8,1.15,478,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2008,05/02/2009,26.51,NA,50.94,1.02,478,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2008,27/02/2009,22.27,NA,51.8,3.77,500,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2008,27/02/2009,22.82,NA,52.5,1.46,500,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2014,03/02/2015,23.19,8.8,11.55,0.27,2667,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2014,03/02/2015,23.72,8.79,11.44,0.26,2667,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2014,25/02/2015,24.77,9.45,13.54,0.03,2689,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2014,25/02/2015,24.8,9.16,13.54,0.18,2689,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2008,15/01/2009,25.91,NA,46.49,1.67,457,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2008,15/01/2009,26.2,NA,46.19,1.75,457,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
Baragoot Lake,BAR,BDL,L,2014,13/01/2015,27.61,8.2,10.19,0.54,2646,36.46,150.07,0.01,0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61
