Estuary_name,Site_Code,Estuary_type,Disturbance_class,Summer,Date,Temp °C,pH,Salinity (PSU),Turbidity (NTU),Days_Elapsed,Latitude ,Longitude,Seagrass_area (km^2),Mangrove_area (km^2),Total_estuary_area (m^2),Estuary_volume (ML),total_sa_vol,Total_area_saltmarsh (km^2),Average_depth (m),Perimeter (km),openwater_SA.volume,Total_flush_time (days),Retention_factor,Propn_increase_N,percent_cleared,percent_urban,Catchment_area (km^2)
Cockrone Lake,CKR,BDL,M,2013,29/11/2013,23.01,7.84,32.17,1.84,2236,35.71,150.18,0.79,3.31,12.92,"50,736.61",17.55,17.03,2.98,"1,722.91",0.25,13,0.99,1.1,3.98,0.58,"1,722.91"
Cockrone Lake,CKR,BDL,M,2013,29/11/2013,23.48,7.54,32.33,1.75,2236,35.71,150.18,0.79,3.31,12.92,"50,736.61",17.55,17.03,2.98,"1,722.91",0.25,13,0.99,1.1,3.98,0.58,"1,722.91"
Cockrone Lake,CKR,BDL,M,2016,11/11/2016,25.04,9.25,19.2,0.24,3314,35.71,150.18,0.79,3.31,12.92,"50,736.61",17.55,17.03,2.98,"1,722.91",0.25,13,0.99,1.1,3.98,0.58,"1,722.91"
Cockrone Lake,CKR,BDL,M,2016,11/11/2016,25.31,9.65,18.97,0.04,3314,35.71,150.18,0.79,3.31,12.92,"50,736.61",17.55,17.03,2.98,"1,722.91",0.25,13,0.99,1.1,3.98,0.58,"1,722.91"
Cooks River,CKS,River,VH,2013,02/12/2013,23.41,7.39,22.49,10.14,2253,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2013,02/12/2013,23.9,7.3,18.31,8.44,2253,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,06/12/2016,25.51,7.28,22.99,7.68,3353,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,06/12/2016,26.05,7.25,17.39,11.02,3353,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,06/12/2016,26.2,7.25,19.9,10.59,3353,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2013,06/02/2014,23.01,7.87,28.99,4.34,2319,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2013,06/02/2014,23.32,8.13,24.28,5.76,2319,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2013,26/02/2014,25.74,8.41,21.31,6.38,2339,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2013,26/02/2014,26.02,8.39,17.14,8.4,2339,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,16/02/2017,27.28,7.63,18.9,5.97,3425,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,16/02/2017,27.25,7.48,10.68,7.02,3425,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,16/02/2017,27.58,7.56,12.42,6.73,3425,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,28/02/2017,23.72,7.51,13.92,14.09,3437,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,28/02/2017,23.42,7.31,7.02,9.53,3437,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,28/02/2017,23.64,7.48,15.41,6.89,3437,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2013,20/01/2014,26,7.78,32.15,6.5,2302,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2013,20/01/2014,27.34,7.75,29.49,8.98,2302,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,24/01/2017,27.61,7.47,20.67,9.15,3402,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,24/01/2017,28.48,7.31,15.39,11.81,3402,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,24/01/2017,28.18,7.29,16.7,9.91,3402,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2013,17/03/2014,22.83,7.67,14.14,4.84,2358,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2013,17/03/2014,23.04,7.75,16.79,4.72,2358,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2013,31/03/2014,23.89,7.83,11.97,6.71,2372,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2013,31/03/2014,23.89,7.84,10.32,6.35,2372,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,30/03/2017,23.74,7.87,26.97,7.36,3467,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,30/03/2017,23.84,7.82,26.69,6.03,3467,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,30/03/2017,23.73,7.86,27.84,5.61,3467,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,17/11/2016,22.89,7.74,27.05,4.54,3334,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,17/11/2016,23.14,7.57,23.96,15.87,3334,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Cooks River,CKS,River,VH,2016,17/11/2016,23.15,7.66,27.28,4.59,3334,35.27,150.51,0.17,0,6.53,"26,798.66",6.72,6.69,4,139.09,0.24,56.13,5.85,1.21,9.6,1.94,139.09
Callala Creek,CLL,Creek,M,2011,05/04/2012,22.15,NA,26.56,2.08,1645,29.6,153.33,0,0,0.22,113.53,0.36,0.23,0.5,12.33,1.98,120.57,0.55,1.03,2.63,1.6,12.33
Callala Creek,CLL,Creek,M,2011,05/04/2012,22.2,NA,26.02,2.89,1645,29.6,153.33,0,0,0.22,113.53,0.36,0.23,0.5,12.33,1.98,120.57,0.55,1.03,2.63,1.6,12.33
Callala Creek,CLL,Creek,M,2011,19/12/2011,21.85,NA,27.56,20.89,1537,29.6,153.33,0,0,0.22,113.53,0.36,0.23,0.5,12.33,1.98,120.57,0.55,1.03,2.63,1.6,12.33
Callala Creek,CLL,Creek,M,2011,19/12/2011,22.35,NA,26.02,21.77,1537,29.6,153.33,0,0,0.22,113.53,0.36,0.23,0.5,12.33,1.98,120.57,0.55,1.03,2.63,1.6,12.33
Callala Creek,CLL,Creek,M,2011,08/02/2012,21.59,NA,24.98,1.54,1588,29.6,153.33,0,0,0.22,113.53,0.36,0.23,0.5,12.33,1.98,120.57,0.55,1.03,2.63,1.6,12.33
Callala Creek,CLL,Creek,M,2011,08/02/2012,21.65,NA,31.85,3.84,1588,29.6,153.33,0,0,0.22,113.53,0.36,0.23,0.5,12.33,1.98,120.57,0.55,1.03,2.63,1.6,12.33
Callala Creek,CLL,Creek,M,2011,11/01/2012,22.69,NA,35.64,2.23,1560,29.6,153.33,0,0,0.22,113.53,0.36,0.23,0.5,12.33,1.98,120.57,0.55,1.03,2.63,1.6,12.33
Callala Creek,CLL,Creek,M,2011,11/01/2012,23.06,NA,35.73,1.21,1560,29.6,153.33,0,0,0.22,113.53,0.36,0.23,0.5,12.33,1.98,120.57,0.55,1.03,2.63,1.6,12.33
Callala Creek,CLL,Creek,M,2011,15/03/2012,22.24,NA,0.78,6,1624,29.6,153.33,0,0,0.22,113.53,0.36,0.23,0.5,12.33,1.98,120.57,0.55,1.03,2.63,1.6,12.33
Callala Creek,CLL,Creek,M,2011,15/03/2012,22.62,NA,0.98,6.62,1624,29.6,153.33,0,0,0.22,113.53,0.36,0.23,0.5,12.33,1.98,120.57,0.55,1.03,2.63,1.6,12.33
Callala Creek,CLL,Creek,M,2011,16/11/2011,20.87,NA,33.98,3.72,1504,29.6,153.33,0,0,0.22,113.53,0.36,0.23,0.5,12.33,1.98,120.57,0.55,1.03,2.63,1.6,12.33
Callala Creek,CLL,Creek,M,2011,16/11/2011,20.99,NA,33.49,4.55,1504,29.6,153.33,0,0,0.22,113.53,0.36,0.23,0.5,12.33,1.98,120.57,0.55,1.03,2.63,1.6,12.33
Cullendulla Creek,CLN,River,M,2017,18/12/2017,28.19,7.94,35.6,6.73,3730,35.7,150.21,0.13,0.88,0.11,986.12,1.29,1.12,0.88,15.16,0.11,4.96,1.63,2.68,39.13,36.87,15.16
Cullendulla Creek,CLN,River,M,2017,18/12/2017,27.91,7.8,35.3,3.08,3730,35.7,150.21,0.13,0.88,0.11,986.12,1.29,1.12,0.88,15.16,0.11,4.96,1.63,2.68,39.13,36.87,15.16
Cullendulla Creek,CLN,River,M,2017,21/02/2018,20.3,7.7,33.1,2.59,3795,35.7,150.21,0.13,0.88,0.11,986.12,1.29,1.12,0.88,15.16,0.11,4.96,1.63,2.68,39.13,36.87,15.16
Cullendulla Creek,CLN,River,M,2017,21/02/2018,20.25,7.7,33.31,1.96,3795,35.7,150.21,0.13,0.88,0.11,986.12,1.29,1.12,0.88,15.16,0.11,4.96,1.63,2.68,39.13,36.87,15.16
Cullendulla Creek,CLN,River,M,2017,18/01/2018,28.84,7.94,34.97,3.34,3761,35.7,150.21,0.13,0.88,0.11,986.12,1.29,1.12,0.88,15.16,0.11,4.96,1.63,2.68,39.13,36.87,15.16
Cullendulla Creek,CLN,River,M,2017,18/01/2018,29.06,7.9,35.11,3.34,3761,35.7,150.21,0.13,0.88,0.11,986.12,1.29,1.12,0.88,15.16,0.11,4.96,1.63,2.68,39.13,36.87,15.16
Cullendulla Creek,CLN,River,M,2017,08/03/2018,24.52,7.96,33.39,5.2,3810,35.7,150.21,0.13,0.88,0.11,986.12,1.29,1.12,0.88,15.16,0.11,4.96,1.63,2.68,39.13,36.87,15.16
Cullendulla Creek,CLN,River,M,2017,08/03/2018,24.5,7.98,33.37,3.28,3810,35.7,150.21,0.13,0.88,0.11,986.12,1.29,1.12,0.88,15.16,0.11,4.96,1.63,2.68,39.13,36.87,15.16
Cullendulla Creek,CLN,River,M,2017,23/11/2017,21.93,7.97,35.46,3.2,3705,35.7,150.21,0.13,0.88,0.11,986.12,1.29,1.12,0.88,15.16,0.11,4.96,1.63,2.68,39.13,36.87,15.16
Cullendulla Creek,CLN,River,M,2017,23/11/2017,20.8,8.08,34.88,1.78,3705,35.7,150.21,0.13,0.88,0.11,986.12,1.29,1.12,0.88,15.16,0.11,4.96,1.63,2.68,39.13,36.87,15.16
Cullendulla Creek,CLN,River,M,2017,27/10/2017,17.86,7.76,23.28,20.75,3678,35.7,150.21,0.13,0.88,0.11,986.12,1.29,1.12,0.88,15.16,0.11,4.96,1.63,2.68,39.13,36.87,15.16
Cullendulla Creek,CLN,River,M,2017,27/10/2017,18.2,7.79,26.47,16.08,3678,35.7,150.21,0.13,0.88,0.11,986.12,1.29,1.12,0.88,15.16,0.11,4.96,1.63,2.68,39.13,36.87,15.16
Clyde River,CLY,River,L,2007,16/04/2008,20.11,NA,25.4,1.9,197,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2007,16/04/2008,20.56,NA,23.94,1.76,197,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2011,11/04/2012,20.74,NA,18.6,0.98,1653,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2011,11/04/2012,20.84,NA,13.03,0.76,1653,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2013,15/04/2014,19.66,7.87,13.95,1.95,2387,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2013,15/04/2014,19.77,7.82,13.36,1.96,2387,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2015,13/04/2016,21.89,7.58,20.17,1.25,3116,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2015,13/04/2016,21.93,7.57,19.8,1.23,3116,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2016,12/04/2017,19.58,7.62,13.87,1.63,3480,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2016,12/04/2017,19.62,7.8,17.34,1.58,3480,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2016,12/04/2017,19.65,7.78,16.65,1.46,3480,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2007,06/12/2007,22.78,NA,14.01,2,65,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2007,06/12/2007,22.95,NA,10.99,0.8,65,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2009,15/12/2009,23.9,NA,33.8,1.09,805,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2009,15/12/2009,23.96,NA,33.52,1.14,805,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2011,17/12/2011,22.67,NA,16.3,0.96,1537,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2011,17/12/2011,22.75,NA,17.61,1.15,1537,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2013,10/12/2013,24.61,7.45,14.26,0.85,2261,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2013,10/12/2013,24.9,7.39,12.83,0.84,2261,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2014,08/12/2014,24.82,8.12,17.23,6.66,2624,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2014,08/12/2014,24.84,8.1,16.6,6.99,2624,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2015,14/12/2015,26.5,7.36,12.27,1.1,2995,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2015,14/12/2015,26.66,7.5,15.45,1.01,2995,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2016,20/12/2016,24.53,7.5,21.01,1.23,3367,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2016,20/12/2016,24.88,7.51,19.79,0.53,3367,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2016,20/12/2016,24.58,7.51,21.07,0.53,3367,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2017,18/12/2017,26.89,7.35,19.43,0.17,3730,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2017,18/12/2017,26.76,7.4,20.86,0.2,3730,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2018,03/12/2018,23.4,7.54,20.12,4,4080,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2018,03/12/2018,23.6,7.62,21.6,55.8,4080,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2007,25/02/2008,24.28,NA,14.2,0.2,146,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2007,25/02/2008,24.39,NA,17.41,1.67,146,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2009,01/02/2010,26.82,NA,31.45,1.65,853,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2009,01/02/2010,27.18,NA,26.94,2.3,853,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2011,22/02/2012,24.35,NA,13.48,0.64,1604,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2011,22/02/2012,24.52,NA,18.78,0.77,1604,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2013,11/02/2014,26.18,7.66,17.31,0.34,2324,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2013,11/02/2014,26.19,7.65,19.27,0.39,2324,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2014,17/02/2015,24.99,8.05,14.1,1.93,2695,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2014,17/02/2015,25.03,8.12,16.27,1.65,2695,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2015,11/02/2016,25.92,8.07,23.17,3.05,3054,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2015,11/02/2016,26.11,7.91,19.35,2.56,3054,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2016,07/02/2017,26.5,7.47,23.99,2.19,3416,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2016,07/02/2017,26.13,7.45,18.89,0.84,3416,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2016,07/02/2017,26.54,7.48,20.52,1.1,3416,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2017,21/02/2018,25.7,7.44,22.19,0.32,3795,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2017,21/02/2018,25.94,7.47,24.72,0.26,3795,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2007,21/01/2008,25.05,NA,21.36,0.9,111,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2007,21/01/2008,25.15,NA,19.52,1,111,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2009,12/01/2010,26.8,NA,33.52,1.4,833,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2009,12/01/2010,27.55,NA,33.26,1,833,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2011,13/01/2012,24.41,NA,26.4,1.31,1564,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2011,13/01/2012,24.96,NA,21.62,1.54,1564,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2013,06/01/2014,26,8.58,22.76,3.1,2288,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2013,06/01/2014,26.05,8.57,22.61,2.11,2288,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2013,13/01/2014,26.89,7.65,22.99,1.48,2295,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2013,13/01/2014,27.07,7.55,21.3,1.32,2295,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2014,27/01/2015,23.11,7.72,17.66,4.58,2674,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2014,27/01/2015,23.99,7.27,10.62,5.47,2674,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2015,22/01/2016,25.09,7.73,17.25,1.74,3034,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2015,22/01/2016,25.28,7.42,11.1,1.4,3034,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2016,18/01/2017,28.34,7.49,21.24,1.78,3396,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2016,18/01/2017,28.24,7.43,15.87,1.98,3396,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2016,18/01/2017,28.5,7.45,17.3,2.94,3396,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2017,18/01/2018,26.7,7.46,22.17,0.48,3761,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
Clyde River,CLY,River,L,2017,18/01/2018,26.48,7.47,23.07,0.46,3761,31.55,152.86,0,0,7.86,"8,379.48",13.75,7.86,1.07,105.5,0.94,319.12,2.91,2.06,29.09,15.92,105.5
